Theater Minor
THEA 321 Directed Readings in Theater,THEA 331 Voice:  Speaking from Experience,THEA 345 Acting III,THEA 351 Production and Performance Laboratory,THEA 390 The Evolution of Western Theater,THEA 400 Playwriting I,THEA 540 Directing and Creating Theater
