Social Studies for Teaching BS
GEOG 201 Introduction to Geography,POL 101 Introduction to American Government and Politics,SOC 101 Introduction to Sociology,HIST 101 The American Past:  To 1865,HIST 102 The American Past:  From 1865,HIST 103 World History I:  Patterns of Civilization to 1500,"HIST 104 World History II:  The Modern World, 1500 to the Present",ECON 200 Introduction to Economics for Non-Business and Non-Economics Majors,ECON 201 Macroeconomics,ECON 202 Microeconomics,ANTH 302 Gender and Culture,HIST 394 Comparative Women's History,ANTH 329 Race and Ethnicity: Sociological and Anthropological Perspectives,ETHS 302 Immigrant Communities and the Trajectories of Othering,ETHS 309 Race and Public Policy,ETHS 311 Understanding Racial and Ethnic Groups in the United States,ETHS 232 American Indians in Minnesota,ETHS 332 Topics in Contemporary Native North America,POL 301 Citizenship in a Global Context,POL 321 Approaches to World Politics,HIST 301 Historical Interpretation,SSCI 401 Social Science Seminar: Contending Perspectives
