Media Literacy Minor
MDST 361 Visual Communication,"MDST 363 Children, Adolescents and the Media",INFS 315 Searching for Information,INFS 338 The Craft and Commerce of Book Publishing,INFS 340 Research in Special Collections and Archives,MDST 370 Contemporary Cinema,MDST 371 American Film:  Tradition and Trends,MDST 378 World Cinema,MDST 381 Video Game Culture,MDST 487 Podcasting: Writing and Producing for Audio/Radio,MDST 520 Digital Storytelling,MDST 560 Writing for Television Comedy,MDST 561 Advanced Television Writing ,MDST 580 Issues in Communication Technology,SCRW 383 Writing For Video Games
