Research and Information Studies Minor
INFS 315 Searching for Information,INFS 338 The Craft and Commerce of Book Publishing,INFS 340 Research in Special Collections and Archives,ARTS 300 Museums and Galleries,ARTS 302 Exhibition Practices,MDST 487 Podcasting: Writing and Producing for Audio/Radio,MDST 520 Digital Storytelling,HIST 301 Historical Interpretation,LIT 332 Adolescent Literatures,INFS 350I Information Studies Individual Internship,INFS 518 Information Issues:,MDST 580 Issues in Communication Technology
