Computer Application Development BAS
MATH 115 College Algebra,MATH 120 Precalculus,MATH 215 Discrete Mathematics,ICS 140 Computational Thinking with Programming,ICS 141 Programming with Objects,ICS 225 Web Design and Implementation,ICS 251 IT Work Skills,ICS 311 Database Management Systems,ICS 370 Software Design Models,ICS 325 Internet Application Development,ICS 425 Client/Server Architectures,ICS 350I Information and Computer Sciences Individualized Internship
