Theater BA
THEA 321 Directed Readings in Theater,THEA 345 Acting III,THEA 445 Advanced Acting,THEA 351 Production and Performance Laboratory,THEA 390 The Evolution of Western Theater,THEA 400 Playwriting I,THEA 441 Career and Portfolio Seminar,THEA 540 Directing and Creating Theater
