Management Information Systems Generalist GCERT
MIS 600 Management Information Systems,MIS 675 Risk Analysis in Information Technology,MIS 662 Management of Distributed Computing,MIS 663 Strategic Management of Technology and Innovation,MIS 671 Problem Formulation and Data Presentation,DSCI 620 Project Management
