Management Information Systems Minor
MIS 100 Fundamentals of Information Technology in Organizations,MIS 310 Principles of Management Information Systems,MIS 320 Information Systems Analysis and Design,MIS 335 Management and Use of Databases,ACCT 340 Accounting Information Systems,MIS 328 Applications Development I,MIS 329 Applications Development II,MIS 350I Management Information Systems Individual Internship,MIS 370 Retail Information Systems,MIS 380 Business Intelligence and Analytics ,MIS 450 MIS Auditing and Security Controls,MIS 456 Supply Chain Information Systems,MIS 459 ERP Systems ,MIS 462 Management of Distributed Computing,MIS 463 Strategic Management of Technology and Innovation,MIS 467 Telecommunications and Internet Management,MIS 498 Telecommunications Economics and Policy,MIS 533 Special Topics:  Emerging Technologies
